date,region,latitude,longitude,operation_type,clima,umidade_solo,inclinacao,distancia_agua,velocidade,historico_sinistros,chuva_mm,solo_instavel,clima_code,operation_code,temperatura_c,umidade_ar,pressao_hpa,distancia_obstaculo,gps_accuracy_m,wind_speed_m_s,source,risk_score
20250607,Sorriso - MT,-12.5425,-55.7211,campo,sol,29.98,4.27,289.08,13.62,1.1,0.0,0,0.0,0.0,26.55,52.54,970.2,14.93,4.79,1.14,NASA POWER Daily API,32.87
20250608,Sorriso - MT,-12.5425,-55.7211,transporte,sol,19.92,5.68,264.71,19.01,1.1,0.0,0,0.0,1.0,27.33,49.74,970.0,8.52,2.74,0.84,NASA POWER Daily API,38.07
20250609,Sorriso - MT,-12.5425,-55.7211,transporte,garoa,33.45,5.1,448.44,17.75,2.1,0.38,0,4.0,1.0,26.94,51.37,971.1,2.04,20.61,0.86,NASA POWER Daily API,48.9
20250610,Sorriso - MT,-12.5425,-55.7211,campo,garoa,34.75,4.41,383.86,11.4,3.1,1.65,0,4.0,0.0,25.52,67.05,972.1,7.38,4.77,0.84,NASA POWER Daily API,37.54
20250611,Sorriso - MT,-12.5425,-55.7211,transporte,sol,39.09,5.21,357.76,16.19,2.1,0.0,0,0.0,1.0,26.29,61.34,972.0,6.35,6.97,0.89,NASA POWER Daily API,41.95
20250612,Sorriso - MT,-12.5425,-55.7211,transporte,sol,34.8,6.38,333.11,21.1,1.1,0.0,0,0.0,1.0,26.25,56.94,970.6,2.07,12.46,1.01,NASA POWER Daily API,51.88
20250613,Sorriso - MT,-12.5425,-55.7211,transporte,sol,23.53,0.0,423.9,19.95,2.1,0.0,0,0.0,1.0,26.75,56.92,970.3,2.85,6.55,1.03,NASA POWER Daily API,42.51
20250614,Sorriso - MT,-12.5425,-55.7211,campo,sol,26.75,11.11,413.87,16.17,3.1,0.0,0,0.0,0.0,27.23,56.46,971.9,3.88,3.86,1.17,NASA POWER Daily API,46.57
20250615,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,sol,30.11,0.0,416.73,7.81,1.1,0.0,0,0.0,2.0,27.25,54.78,972.6,7.1,10.62,1.04,NASA POWER Daily API,25.16
20250616,Sorriso - MT,-12.5425,-55.7211,campo,sol,25.4,0.62,418.53,7.61,1.1,0.0,0,0.0,0.0,26.77,54.72,972.8,11.86,9.68,1.24,NASA POWER Daily API,20.15
20250617,Sorriso - MT,-12.5425,-55.7211,transporte,sol,22.23,2.17,401.37,23.93,1.1,0.0,0,0.0,1.0,26.32,48.12,972.4,2.78,2.22,1.06,NASA POWER Daily API,47.23
20250618,Sorriso - MT,-12.5425,-55.7211,campo,sol,15.22,4.69,406.08,9.74,1.1,0.0,0,0.0,0.0,25.92,49.77,972.5,6.9,8.58,0.93,NASA POWER Daily API,24.03
20250619,Sorriso - MT,-12.5425,-55.7211,campo,sol,18.37,2.75,448.62,19.25,4.1,0.0,0,0.0,0.0,26.71,54.57,972.9,9.35,4.83,0.92,NASA POWER Daily API,41.28
20250620,Sorriso - MT,-12.5425,-55.7211,transporte,sol,26.83,0.48,354.25,16.43,1.1,0.0,0,0.0,1.0,26.75,47.28,972.4,13.28,4.12,0.95,NASA POWER Daily API,31.46
20250621,Sorriso - MT,-12.5425,-55.7211,campo,sol,23.96,8.35,364.54,12.53,3.1,0.0,0,0.0,0.0,26.76,45.66,970.1,8.41,5.19,0.78,NASA POWER Daily API,38.28
20250622,Sorriso - MT,-12.5425,-55.7211,campo,sol,24.19,6.37,476.92,13.09,3.1,0.0,0,0.0,0.0,27.59,48.4,968.2,1.52,5.19,0.99,NASA POWER Daily API,42.97
20250623,Sorriso - MT,-12.5425,-55.7211,manutencao,garoa,29.08,3.76,354.04,12.09,2.1,1.28,0,4.0,3.0,25.08,70.85,970.2,9.7,3.07,0.51,NASA POWER Daily API,33.52
20250624,Sorriso - MT,-12.5425,-55.7211,transporte,chuva,70.98,0.0,496.43,21.44,3.1,14.39,0,2.0,1.0,20.36,87.48,973.5,10.5,4.47,1.1,NASA POWER Daily API,73.48
20250625,Sorriso - MT,-12.5425,-55.7211,transporte,garoa,49.87,0.08,311.76,24.81,1.1,0.02,0,4.0,1.0,24.29,67.38,970.5,2.33,6.86,0.91,NASA POWER Daily API,54.44
20250626,Sorriso - MT,-12.5425,-55.7211,campo,garoa,52.74,6.67,379.23,9.15,1.1,0.03,0,4.0,0.0,26.13,61.72,971.2,14.95,5.03,0.85,NASA POWER Daily API,36.66
20250627,Sorriso - MT,-12.5425,-55.7211,campo,sol,50.5,2.5,201.35,15.38,2.1,0.0,0,0.0,0.0,26.04,57.76,971.8,12.0,13.01,1.02,NASA POWER Daily API,41.52
20250628,Sorriso - MT,-12.5425,-55.7211,campo,sol,46.44,2.92,481.14,17.04,2.1,0.0,0,0.0,0.0,26.39,53.42,971.2,65.86,3.51,1.08,NASA POWER Daily API,42.81
20250629,Sorriso - MT,-12.5425,-55.7211,campo,sol,49.55,1.55,489.87,9.87,1.1,0.0,0,0.0,0.0,26.96,53.85,971.9,4.49,7.09,0.88,NASA POWER Daily API,31.2
20250630,Sorriso - MT,-12.5425,-55.7211,transporte,sol,45.26,5.3,237.24,16.46,1.1,0.0,0,0.0,1.0,26.2,50.88,973.7,14.4,3.68,1.19,NASA POWER Daily API,42.08
20250701,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,sol,23.62,5.83,384.15,6.32,1.1,0.0,0,0.0,2.0,22.33,59.44,975.6,4.99,6.37,1.25,NASA POWER Daily API,27.47
20250702,Sorriso - MT,-12.5425,-55.7211,campo,sol,36.88,2.42,327.99,9.09,1.1,0.0,0,0.0,0.0,23.12,59.47,975.5,4.79,7.14,1.19,NASA POWER Daily API,27.33
20250703,Sorriso - MT,-12.5425,-55.7211,campo,sol,27.29,2.55,298.06,7.87,1.1,0.0,0,0.0,0.0,22.93,61.46,975.6,2.16,10.45,1.14,NASA POWER Daily API,29.07
20250704,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,sol,14.4,4.43,363.18,8.94,1.1,0.0,0,0.0,2.0,24.15,57.34,974.3,19.52,6.21,1.05,NASA POWER Daily API,26.51
20250705,Sorriso - MT,-12.5425,-55.7211,transporte,sol,18.43,0.0,376.97,14.67,2.1,0.0,0,0.0,1.0,24.24,52.67,974.1,4.73,3.53,0.98,NASA POWER Daily API,28.38
20250706,Sorriso - MT,-12.5425,-55.7211,campo,sol,20.96,4.77,394.38,15.4,1.1,0.0,0,0.0,0.0,24.23,46.79,973.4,54.78,10.62,0.97,NASA POWER Daily API,32.91
20250707,Sorriso - MT,-12.5425,-55.7211,campo,sol,17.58,2.43,370.88,7.63,1.1,0.0,0,0.0,0.0,24.97,43.48,973.7,0.94,3.98,0.97,NASA POWER Daily API,31.73
20250708,Sorriso - MT,-12.5425,-55.7211,campo,sol,17.69,3.19,363.64,7.49,1.1,0.0,0,0.0,0.0,25.2,43.92,974.1,17.22,5.86,0.94,NASA POWER Daily API,20.38
20250709,Sorriso - MT,-12.5425,-55.7211,campo,sol,25.17,5.62,279.36,10.45,2.1,0.0,0,0.0,0.0,25.57,44.87,973.3,8.78,3.09,0.8,NASA POWER Daily API,31.03
20250710,Sorriso - MT,-12.5425,-55.7211,campo,sol,21.52,3.55,295.85,10.71,1.1,0.0,0,0.0,0.0,26.15,42.71,973.5,13.93,6.64,0.92,NASA POWER Daily API,25.94
20250711,Sorriso - MT,-12.5425,-55.7211,campo,sol,10.79,4.37,430.78,10.83,1.1,0.0,0,0.0,0.0,26.14,39.78,973.9,12.4,7.81,1.06,NASA POWER Daily API,23.73
20250712,Sorriso - MT,-12.5425,-55.7211,campo,sol,21.86,0.0,342.82,15.21,1.1,0.0,0,0.0,0.0,25.37,41.5,973.6,20.92,4.54,1.01,NASA POWER Daily API,27.94
20250713,Sorriso - MT,-12.5425,-55.7211,campo,sol,10.03,2.63,383.93,15.42,1.1,0.0,0,0.0,0.0,25.83,43.39,973.5,22.57,2.9,0.81,NASA POWER Daily API,27.41
20250714,Sorriso - MT,-12.5425,-55.7211,campo,sol,14.22,4.84,348.0,15.05,1.1,0.0,0,0.0,0.0,27.02,40.63,973.9,10.78,3.61,0.94,NASA POWER Daily API,30.53
20250715,Sorriso - MT,-12.5425,-55.7211,campo,sol,24.83,5.6,420.38,4.83,1.1,0.0,0,0.0,0.0,26.3,35.97,972.6,5.73,3.41,1.08,NASA POWER Daily API,21.73
20250716,Sorriso - MT,-12.5425,-55.7211,campo,sol,15.43,1.5,356.02,11.22,1.1,0.0,0,0.0,0.0,26.4,35.44,971.4,9.17,6.09,0.96,NASA POWER Daily API,22.59
20250717,Sorriso - MT,-12.5425,-55.7211,campo,sol,18.18,3.48,162.61,14.31,1.1,0.0,0,0.0,0.0,26.14,36.69,972.8,6.81,6.07,1.09,NASA POWER Daily API,29.36
20250718,Sorriso - MT,-12.5425,-55.7211,campo,sol,26.18,0.55,228.15,13.47,1.1,0.0,0,0.0,0.0,24.78,40.39,973.3,2.36,4.91,1.07,NASA POWER Daily API,33.63
20250719,Sorriso - MT,-12.5425,-55.7211,manutencao,sol,10.88,0.32,285.25,7.04,1.1,0.0,0,0.0,3.0,24.74,40.54,972.6,5.42,5.11,1.01,NASA POWER Daily API,14.77
20250720,Sorriso - MT,-12.5425,-55.7211,manutencao,sol,10.47,1.41,397.64,12.45,2.1,0.0,0,0.0,3.0,26.29,36.31,972.1,9.99,1.67,1.02,NASA POWER Daily API,24.7
20250721,Sorriso - MT,-12.5425,-55.7211,campo,sol,10.45,7.93,421.99,4.85,1.1,0.0,0,0.0,0.0,26.14,31.68,971.0,18.04,4.14,1.08,NASA POWER Daily API,19.89
20250722,Sorriso - MT,-12.5425,-55.7211,campo,sol,20.59,0.0,377.86,16.92,1.1,0.0,0,0.0,0.0,26.9,32.44,971.0,13.67,5.24,0.99,NASA POWER Daily API,29.69
20250723,Sorriso - MT,-12.5425,-55.7211,campo,sol,10.92,5.78,285.96,5.14,3.1,0.0,0,0.0,0.0,27.76,35.62,972.0,7.91,7.55,0.89,NASA POWER Daily API,22.43
20250724,Sorriso - MT,-12.5425,-55.7211,campo,sol,10.58,5.04,427.99,21.96,1.1,0.0,0,0.0,0.0,28.19,37.89,970.8,2.84,7.94,1.11,NASA POWER Daily API,44.28
20250725,Sorriso - MT,-12.5425,-55.7211,campo,sol,10.05,4.41,503.09,17.38,2.1,0.0,0,0.0,0.0,28.15,37.64,969.5,11.79,1.91,1.01,NASA POWER Daily API,33.89
20250726,Sorriso - MT,-12.5425,-55.7211,transporte,sol,16.67,4.04,183.7,20.75,2.1,0.0,0,0.0,1.0,28.43,37.86,969.4,7.82,6.78,1.06,NASA POWER Daily API,39.7
20250727,Sorriso - MT,-12.5425,-55.7211,campo,sol,7.12,0.6,306.35,8.13,1.1,0.0,0,0.0,0.0,28.4,36.82,969.9,13.5,2.69,1.09,NASA POWER Daily API,15.29
20250728,Sorriso - MT,-12.5425,-55.7211,campo,sol,19.81,1.43,412.38,18.22,2.1,0.0,0,0.0,0.0,28.74,33.71,971.5,24.25,3.72,0.78,NASA POWER Daily API,34.73
20250729,Sorriso - MT,-12.5425,-55.7211,campo,sol,18.92,7.17,309.23,14.25,1.1,0.0,0,0.0,0.0,28.13,42.17,972.6,3.06,2.92,1.13,NASA POWER Daily API,33.38
20250730,Sorriso - MT,-12.5425,-55.7211,campo,sol,22.72,0.0,309.16,17.89,1.1,0.0,0,0.0,0.0,26.93,40.93,972.3,24.32,2.66,1.08,NASA POWER Daily API,31.54
20250731,Sorriso - MT,-12.5425,-55.7211,transporte,sol,13.61,9.5,285.6,11.2,1.1,0.0,0,0.0,1.0,28.72,34.15,971.5,17.91,2.35,1.06,NASA POWER Daily API,30.42
20250801,Sorriso - MT,-12.5425,-55.7211,campo,sol,13.91,3.4,365.27,8.4,1.1,0.0,0,0.0,0.0,29.94,32.3,972.3,2.38,10.4,1.12,NASA POWER Daily API,26.61
20250802,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,sol,16.82,0.19,294.68,6.32,1.1,0.0,0,0.0,2.0,30.12,35.07,971.8,7.29,3.15,0.91,NASA POWER Daily API,19.51
20250803,Sorriso - MT,-12.5425,-55.7211,transporte,sol,7.71,2.98,497.34,20.51,1.1,0.0,0,0.0,1.0,29.3,36.26,971.5,3.11,4.43,0.99,NASA POWER Daily API,33.44
20250804,Sorriso - MT,-12.5425,-55.7211,campo,sol,10.14,4.78,392.31,14.44,1.1,0.0,0,0.0,0.0,28.51,32.77,971.8,20.83,4.3,0.81,NASA POWER Daily API,28.48
20250805,Sorriso - MT,-12.5425,-55.7211,transporte,sol,21.27,0.0,195.25,15.09,3.1,0.0,0,0.0,1.0,28.22,33.49,973.5,41.43,5.03,1.14,NASA POWER Daily API,31.91
20250806,Sorriso - MT,-12.5425,-55.7211,campo,sol,11.75,9.74,327.23,6.01,1.1,0.0,0,0.0,0.0,27.74,38.09,972.1,10.74,7.69,0.99,NASA POWER Daily API,23.63
20250807,Sorriso - MT,-12.5425,-55.7211,transporte,sol,18.14,6.62,344.62,22.3,2.1,0.0,0,0.0,1.0,28.21,35.87,970.7,8.28,3.98,0.88,NASA POWER Daily API,44.78
20250808,Sorriso - MT,-12.5425,-55.7211,campo,sol,17.27,6.12,394.37,21.0,1.1,0.0,0,0.0,0.0,27.7,35.14,970.4,6.07,6.35,1.12,NASA POWER Daily API,40.22
20250809,Sorriso - MT,-12.5425,-55.7211,manutencao,sol,12.93,9.95,274.16,12.05,1.1,0.0,0,0.0,3.0,25.97,42.1,972.6,7.04,2.42,1.41,NASA POWER Daily API,31.75
20250810,Sorriso - MT,-12.5425,-55.7211,campo,sol,8.35,0.0,438.57,20.05,1.1,0.0,0,0.0,0.0,25.3,35.21,972.5,19.16,7.68,1.06,NASA POWER Daily API,29.93
20250811,Sorriso - MT,-12.5425,-55.7211,campo,sol,20.98,2.98,383.99,6.36,2.1,0.0,0,0.0,0.0,25.88,34.05,972.0,12.47,4.58,1.2,NASA POWER Daily API,21.89
20250812,Sorriso - MT,-12.5425,-55.7211,transporte,garoa,23.12,4.91,216.27,18.5,1.1,0.01,0,4.0,1.0,26.45,32.39,970.4,8.04,2.96,0.99,NASA POWER Daily API,37.59
20250813,Sorriso - MT,-12.5425,-55.7211,campo,sol,5.0,4.04,144.61,10.56,1.1,0.0,0,0.0,0.0,26.05,27.36,970.6,3.72,2.73,0.96,NASA POWER Daily API,21.31
20250814,Sorriso - MT,-12.5425,-55.7211,transporte,sol,5.51,4.09,252.21,18.53,1.1,0.0,0,0.0,1.0,26.36,22.95,972.0,7.31,12.17,1.08,NASA POWER Daily API,31.48
20250815,Sorriso - MT,-12.5425,-55.7211,campo,sol,12.34,1.5,358.98,10.76,3.1,0.0,0,0.0,0.0,27.08,23.35,971.4,5.06,3.79,1.13,NASA POWER Daily API,25.39
20250816,Sorriso - MT,-12.5425,-55.7211,campo,sol,14.18,2.34,467.33,24.06,2.1,0.0,0,0.0,0.0,28.87,31.66,969.7,19.81,4.28,0.99,NASA POWER Daily API,41.3
20250817,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,sol,20.45,5.7,367.09,14.53,2.1,0.0,0,0.0,2.0,30.69,29.35,969.3,2.92,3.78,1.12,NASA POWER Daily API,44.8
20250818,Sorriso - MT,-12.5425,-55.7211,campo,sol,15.43,2.9,490.16,11.29,1.1,0.0,0,0.0,0.0,30.24,29.07,969.6,9.11,14.34,1.15,NASA POWER Daily API,24.15
20250819,Sorriso - MT,-12.5425,-55.7211,campo,garoa,11.88,2.93,338.69,8.73,2.1,0.01,0,4.0,0.0,30.45,28.59,968.5,4.45,3.69,1.09,NASA POWER Daily API,22.08
20250820,Sorriso - MT,-12.5425,-55.7211,campo,sol,14.01,3.52,487.76,14.98,1.1,0.0,0,0.0,0.0,29.68,32.7,969.4,4.87,7.62,0.9,NASA POWER Daily API,28.99
20250821,Sorriso - MT,-12.5425,-55.7211,campo,sol,8.06,10.37,274.71,1.96,1.1,0.0,0,0.0,0.0,31.33,28.52,968.7,1.1,2.94,1.29,NASA POWER Daily API,30.12
20250822,Sorriso - MT,-12.5425,-55.7211,campo,sol,9.84,0.0,441.66,3.56,2.1,0.0,0,0.0,0.0,29.42,22.97,968.4,16.18,6.01,1.48,NASA POWER Daily API,11.92
20250823,Sorriso - MT,-12.5425,-55.7211,campo,sol,8.43,2.01,375.09,16.63,1.1,0.0,0,0.0,0.0,29.44,24.33,969.2,10.03,5.63,1.23,NASA POWER Daily API,27.79
20250824,Sorriso - MT,-12.5425,-55.7211,campo,sol,13.78,10.01,319.38,10.36,1.1,0.0,0,0.0,0.0,29.97,27.9,970.6,10.7,1.54,1.07,NASA POWER Daily API,29.96
20250825,Sorriso - MT,-12.5425,-55.7211,transporte,sol,18.32,1.82,355.87,28.49,1.1,0.0,0,0.0,1.0,28.01,33.11,973.0,0.88,2.28,1.45,NASA POWER Daily API,57.38
20250826,Sorriso - MT,-12.5425,-55.7211,transporte,sol,9.4,3.83,314.96,24.25,1.1,0.0,0,0.0,1.0,28.85,31.96,972.4,6.07,5.58,1.23,NASA POWER Daily API,39.52
20250827,Sorriso - MT,-12.5425,-55.7211,transporte,sol,12.61,0.0,347.08,18.32,2.1,0.0,0,0.0,1.0,30.73,29.75,971.6,9.29,5.88,1.07,NASA POWER Daily API,31.2
20250828,Sorriso - MT,-12.5425,-55.7211,manutencao,sol,16.23,4.38,522.36,5.17,1.1,0.0,0,0.0,3.0,31.63,28.25,970.6,7.31,4.03,0.91,NASA POWER Daily API,18.3
20250829,Sorriso - MT,-12.5425,-55.7211,campo,sol,9.34,4.6,335.07,8.51,1.1,0.0,0,0.0,0.0,31.08,32.2,968.1,8.31,7.34,0.94,NASA POWER Daily API,20.63
20250830,Sorriso - MT,-12.5425,-55.7211,transporte,sol,14.72,0.01,297.21,26.65,1.1,0.0,0,0.0,1.0,31.94,28.58,967.9,3.95,2.49,1.02,NASA POWER Daily API,40.1
20250831,Sorriso - MT,-12.5425,-55.7211,transporte,sol,10.56,5.76,338.42,17.54,1.1,0.0,0,0.0,1.0,31.89,27.31,968.6,3.7,2.12,1.08,NASA POWER Daily API,33.51
20250901,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,sol,12.39,3.37,377.52,11.94,1.1,0.0,0,0.0,2.0,32.73,25.44,969.4,27.77,2.82,1.14,NASA POWER Daily API,29.06
20250902,Sorriso - MT,-12.5425,-55.7211,transporte,sol,6.36,5.57,218.1,25.52,1.1,0.0,0,0.0,1.0,32.72,26.21,968.9,38.97,4.84,1.14,NASA POWER Daily API,42.53
20250903,Sorriso - MT,-12.5425,-55.7211,campo,sol,13.73,6.8,279.27,3.01,1.1,0.0,0,0.0,0.0,31.52,27.94,968.9,9.47,11.55,1.08,NASA POWER Daily API,17.39
20250904,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,sol,8.29,2.38,503.25,18.16,1.1,0.0,0,0.0,2.0,31.55,26.12,968.8,17.34,7.99,1.09,NASA POWER Daily API,34.05
20250905,Sorriso - MT,-12.5425,-55.7211,campo,sol,13.47,0.24,325.42,17.13,1.1,0.0,0,0.0,0.0,31.49,26.76,969.2,21.06,10.12,1.2,NASA POWER Daily API,28.07
20250906,Sorriso - MT,-12.5425,-55.7211,transporte,sol,5.0,7.22,442.2,20.15,2.1,0.0,0,0.0,1.0,30.71,28.27,969.7,16.96,4.19,1.15,NASA POWER Daily API,38.78
20250907,Sorriso - MT,-12.5425,-55.7211,campo,sol,8.56,4.28,357.0,8.13,1.1,0.0,0,0.0,0.0,31.53,27.61,969.4,61.71,3.03,1.06,NASA POWER Daily API,19.59
20250908,Sorriso - MT,-12.5425,-55.7211,transporte,sol,13.93,3.33,397.08,20.48,2.1,0.0,0,0.0,1.0,31.66,29.63,968.7,4.4,12.9,1.43,NASA POWER Daily API,37.79
20250909,Sorriso - MT,-12.5425,-55.7211,campo,sol,5.87,4.6,261.39,13.16,2.1,0.0,0,0.0,0.0,32.71,27.8,969.4,3.33,18.9,1.07,NASA POWER Daily API,28.37
20250910,Sorriso - MT,-12.5425,-55.7211,campo,sol,6.87,1.56,380.05,9.13,2.1,0.0,0,0.0,0.0,31.92,25.39,969.2,7.11,3.94,1.22,NASA POWER Daily API,19.63
20250911,Sorriso - MT,-12.5425,-55.7211,transporte,sol,5.54,2.0,288.29,20.24,2.1,0.0,0,0.0,1.0,32.26,22.42,969.2,46.75,3.62,1.18,NASA POWER Daily API,33.76
20250912,Sorriso - MT,-12.5425,-55.7211,manutencao,sol,9.0,6.66,378.9,6.46,1.1,0.0,0,0.0,3.0,32.04,22.85,967.6,11.71,1.87,1.31,NASA POWER Daily API,20.16
20250913,Sorriso - MT,-12.5425,-55.7211,campo,sol,12.72,4.39,379.91,8.62,1.1,0.0,0,0.0,0.0,32.51,24.98,966.5,6.74,4.43,1.38,NASA POWER Daily API,21.92
20250914,Sorriso - MT,-12.5425,-55.7211,campo,chuva,51.09,4.61,360.79,19.72,3.1,12.59,0,2.0,0.0,31.32,38.48,967.6,5.28,2.77,1.25,NASA POWER Daily API,67.94
20250915,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,garoa,26.42,4.37,366.81,6.99,1.1,0.24,0,4.0,2.0,30.21,47.15,967.8,2.25,10.61,1.01,NASA POWER Daily API,33.85
20250916,Sorriso - MT,-12.5425,-55.7211,campo,garoa,45.31,5.24,349.41,10.09,1.1,2.46,0,4.0,0.0,28.36,57.47,968.2,7.11,4.94,1.27,NASA POWER Daily API,36.41
20250917,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,garoa,45.6,3.39,412.46,8.12,1.1,0.05,0,4.0,2.0,31.04,48.35,966.6,8.53,6.85,1.01,NASA POWER Daily API,33.8
20250918,Sorriso - MT,-12.5425,-55.7211,campo,garoa,37.38,6.4,467.92,7.06,2.1,0.24,0,4.0,0.0,30.58,45.69,967.5,17.1,5.67,1.02,NASA POWER Daily API,31.5
20250919,Sorriso - MT,-12.5425,-55.7211,campo,garoa,55.72,8.42,478.94,13.99,1.1,3.41,0,4.0,0.0,29.33,58.45,969.1,8.09,4.98,0.76,NASA POWER Daily API,48.65
20250920,Sorriso - MT,-12.5425,-55.7211,transporte,garoa,61.31,2.98,316.01,10.71,1.1,4.35,0,4.0,1.0,29.22,60.39,968.9,20.28,3.49,0.88,NASA POWER Daily API,41.41
20250921,Sorriso - MT,-12.5425,-55.7211,campo,garoa,39.87,3.58,329.27,12.15,2.1,2.05,0,4.0,0.0,29.21,61.9,966.8,5.11,4.67,1.01,NASA POWER Daily API,37.37
20250922,Sorriso - MT,-12.5425,-55.7211,manutencao,garoa,49.09,10.72,286.01,8.7,2.1,3.21,0,4.0,3.0,30.56,59.44,967.7,27.47,6.69,0.69,NASA POWER Daily API,44.42
20250923,Sorriso - MT,-12.5425,-55.7211,transporte,garoa,66.29,0.25,291.93,21.04,1.1,4.12,0,4.0,1.0,28.74,67.86,969.5,10.04,4.62,0.53,NASA POWER Daily API,52.73
20250924,Sorriso - MT,-12.5425,-55.7211,campo,garoa,72.51,4.27,265.86,7.24,2.1,4.8,0,4.0,0.0,29.07,66.45,971.4,9.57,10.41,0.85,NASA POWER Daily API,44.36
20250925,Sorriso - MT,-12.5425,-55.7211,campo,garoa,68.33,0.25,498.94,6.91,5.1,3.38,0,4.0,0.0,28.03,70.62,971.0,6.05,7.19,1.21,NASA POWER Daily API,43.57
20250926,Sorriso - MT,-12.5425,-55.7211,transporte,garoa,64.31,0.23,358.17,12.71,2.1,3.19,0,4.0,1.0,30.08,60.26,969.0,3.81,2.77,0.8,NASA POWER Daily API,42.97
20250927,Sorriso - MT,-12.5425,-55.7211,campo,garoa,49.65,5.08,271.76,13.71,1.1,0.7,0,4.0,0.0,30.49,57.05,968.3,18.5,5.69,1.02,NASA POWER Daily API,40.4
20250928,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,garoa,57.34,4.33,367.07,5.49,1.1,0.01,0,4.0,2.0,30.76,49.9,969.6,24.98,6.91,1.12,NASA POWER Daily API,34.99
20250929,Sorriso - MT,-12.5425,-55.7211,campo,sol,36.01,8.7,320.57,8.39,1.1,0.0,0,0.0,0.0,31.39,35.79,968.9,32.87,2.69,1.05,NASA POWER Daily API,32.79
20250930,Sorriso - MT,-12.5425,-55.7211,transporte,sol,49.73,6.51,277.69,14.13,1.1,0.0,0,0.0,1.0,30.17,39.65,968.8,8.1,7.39,1.14,NASA POWER Daily API,41.78
20251001,Sorriso - MT,-12.5425,-55.7211,transporte,sol,15.71,0.0,329.84,31.54,2.1,0.0,0,0.0,1.0,31.36,35.83,968.8,2.31,1.54,1.39,NASA POWER Daily API,54.65
20251002,Sorriso - MT,-12.5425,-55.7211,campo,sol,19.14,2.64,307.66,8.63,1.1,0.0,0,0.0,0.0,30.36,33.09,968.7,27.66,3.04,1.36,NASA POWER Daily API,21.67
20251003,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,sol,14.22,5.76,267.59,12.4,2.1,0.0,0,0.0,2.0,30.91,33.54,967.9,35.2,2.91,0.76,NASA POWER Daily API,34.33
20251004,Sorriso - MT,-12.5425,-55.7211,campo,sol,15.98,4.49,330.01,21.57,1.1,0.0,0,0.0,0.0,32.03,30.17,966.2,8.97,4.12,1.39,NASA POWER Daily API,38.86
20251005,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,garoa,14.75,2.62,160.77,10.27,1.1,0.38,0,4.0,2.0,32.89,27.24,966.3,14.95,4.95,1.27,NASA POWER Daily API,27.36
20251006,Sorriso - MT,-12.5425,-55.7211,campo,sol,6.5,1.79,311.1,5.33,1.1,0.0,0,0.0,0.0,32.22,29.86,966.3,1.58,9.06,1.17,NASA POWER Daily API,19.01
20251007,Sorriso - MT,-12.5425,-55.7211,transporte,garoa,11.79,4.6,367.01,17.14,1.1,0.49,0,4.0,1.0,32.09,30.35,965.9,14.8,2.95,1.13,NASA POWER Daily API,32.69
20251008,Sorriso - MT,-12.5425,-55.7211,campo,garoa,6.23,0.0,387.98,10.09,2.1,0.25,0,4.0,0.0,30.21,41.83,967.7,5.07,2.88,1.26,NASA POWER Daily API,19.23
20251009,Sorriso - MT,-12.5425,-55.7211,transporte,garoa,12.61,5.86,304.09,23.32,2.1,0.38,0,4.0,1.0,30.86,48.81,968.3,6.56,5.08,1.12,NASA POWER Daily API,43.96
20251010,Sorriso - MT,-12.5425,-55.7211,campo,garoa,24.09,0.0,405.12,19.11,1.1,0.53,0,4.0,0.0,29.71,53.97,969.2,4.37,3.31,0.64,NASA POWER Daily API,33.98
20251011,Sorriso - MT,-12.5425,-55.7211,transporte,garoa,23.27,3.33,255.18,12.34,1.1,0.03,0,4.0,1.0,29.0,49.82,967.4,0.35,4.69,0.66,NASA POWER Daily API,40.3
20251012,Sorriso - MT,-12.5425,-55.7211,campo,garoa,25.69,6.85,431.06,10.43,2.1,0.07,0,4.0,0.0,30.03,45.33,967.3,9.71,2.0,0.96,NASA POWER Daily API,32.52
20251013,Sorriso - MT,-12.5425,-55.7211,campo,chuva,42.85,5.1,188.58,6.71,1.1,9.4,0,2.0,0.0,30.75,45.06,966.4,19.49,4.54,0.73,NASA POWER Daily API,42.39
20251014,Sorriso - MT,-12.5425,-55.7211,proximidade_agua,chuva,81.72,5.0,311.32,5.27,2.1,15.15,1,2.0,2.0,29.28,64.29,967.3,11.14,23.25,0.56,NASA POWER Daily API,80.42
20251015,Sorriso - MT,-12.5425,-55.7211,campo,garoa,59.22,3.04,305.5,17.68,1.1,0.69,0,4.0,0.0,28.81,63.75,967.9,11.49,1.37,0.9,NASA POWER Daily API,46.08
